count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
57442,2016,8,Yorkshire and The Humber,63,Leeds,A650,major,A643,A6029,425000,427500,53.74328561,-1.6224268,2.3,1.43,Counted,Manual count,121,123,12960,50,2690,311,52,25,184,165,87,823,16645
57448,2016,8,Yorkshire and The Humber,63,Leeds,A656,major,LA Boundary,A63,442800,430000,53.76460087,-1.35221122,5.3,3.29,Estimated,Estimated using previous year's AADF on this link,16,166,6559,30,1856,106,46,11,30,54,64,310,8920
57485,2016,8,Yorkshire and The Humber,63,Leeds,A653,major,A6110 Ring Road Beeston,M621,430000,430966,53.77417448,-1.54628333,2.7,1.68,Counted,Manual count,213,146,11630,552,1740,321,81,33,51,157,118,762,14829
57490,2016,8,Yorkshire and The Humber,63,Leeds,A660,major,A6120,"A658Kingsley Drive, Holt Park",427000,440000,53.85553287,-1.59101246,2.5,1.55,Estimated,Estimated using previous year's AADF on this link,198,102,13233,298,1819,271,46,44,86,36,51,534,15987
57589,2016,8,Yorkshire and The Humber,63,Leeds,A642,major,A639,A639,436100,428300,53.74982779,-1.4540416,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,38,138,14060,175,2672,73,41,10,18,17,29,189,17234
57696,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,A643,A647 Canal St roundabout,428610,432870,53.79136501,-1.56719749,0.4,0.25,Counted,Manual count,96,280,53451,186,10259,1015,175,98,208,202,155,1853,66030
57751,2016,8,Yorkshire and The Humber,63,Leeds,A6110,major,A643,A6110 split,428100,430000,53.76559788,-1.57519917,0.8,0.5,Estimated,Estimated using previous year's AADF on this link,107,249,27445,123,5736,228,90,24,68,61,59,530,34084
58227,2016,8,Yorkshire and The Humber,63,Leeds,M621,major,M62,A650(SPUR),423654,428000,53.74784205,-1.64279644,1.1,0.68,Estimated,Estimated from nearby links,0,30,10916,29,2184,678,70,64,55,320,1140,2327,15486
58230,2016,8,Yorkshire and The Humber,63,Leeds,A64M,major,A58M,A64,430433,434000,53.80141808,-1.53941515,0.9,0.56,Estimated,Estimated using previous year's AADF on this link,0,258,33476,275,7179,352,159,40,235,58,74,918,42106
59050,2016,8,Yorkshire and The Humber,63,Leeds,M621,major,5,6,430413,430984,53.7743124,-1.54001524,1,0.62,Counted,Manual count,0,414,87456,290,16700,2105,382,414,444,1057,877,5279,110139
60050,2016,8,Yorkshire and The Humber,63,Leeds,A6110,major,A6110 split,A653,428500,429640,53.76234065,-1.56916441,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,53,102,9020,417,1453,104,31,10,12,13,16,185,11178
70005,2016,8,Yorkshire and The Humber,63,Leeds,A1(M),major,LA Boundary,A1 non-DBFO 150 m N of Spen Common Lane,443100,440800,53.86163956,-1.34615227,0.6,0.37,Counted,Dependent on a neighbouring counted link,0,127,73803,228,15249,2570,548,985,453,4873,6172,15600,105007
70333,2016,8,Yorkshire and The Humber,63,Leeds,A653,major,M621,Meadow Road roundabout,430100,432200,53.78525955,-1.54464608,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,86,114,16507,633,3444,195,52,17,32,16,36,348,21046
70337,2016,8,Yorkshire and The Humber,63,Leeds,M1,major,47,48,443315,434805,53.80774279,-1.34372599,2.6,1.62,Estimated,Estimated using previous year's AADF on this link,0,202,53938,324,11093,2044,335,398,550,1800,2372,7500,73057
70338,2016,8,Yorkshire and The Humber,63,Leeds,A1(M),major,A1(M),LA Boundary,443250,439600,53.85084238,-1.34404031,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,0,293,65475,322,13574,2658,481,810,336,4984,6546,15814,95478
73113,2016,8,Yorkshire and The Humber,63,Leeds,A650,major,LA Boundary,A58,421370,428802,53.75514846,-1.67737457,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,28,143,10719,29,2378,481,129,36,158,211,245,1261,14530
73117,2016,8,Yorkshire and The Humber,63,Leeds,A6038,major,Hawksworth Lane,A65,418310,441800,53.87208804,-1.72301452,1.2,0.75,Counted,Manual count,95,104,10393,26,1417,104,36,9,49,26,32,256,12196
73663,2016,8,Yorkshire and The Humber,63,Leeds,A653,major,LA Boundary,A6029,427200,425180,53.72232422,-1.5892743,1,0.62,Counted,Dependent on a neighbouring counted link,34,66,12278,61,1581,149,52,21,55,55,45,377,14363
73664,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,LA Boundary,A650,421490,428488,53.75232136,-1.67557636,0.1,0.06,Counted,Dependent on a neighbouring counted link,67,108,10914,112,1614,242,30,25,49,24,24,394,13141
73697,2016,8,Yorkshire and The Humber,63,Leeds,M1,major,LA Boundary,41,430000,423890,53.71057711,-1.54696747,2,1.24,Counted,Dependent on a neighbouring counted link,0,190,96065,228,20664,2649,617,678,723,2955,2565,10187,127334
73698,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,LA Boundary,A654,433180,426300,53.73204579,-1.49853385,2.4,1.49,Estimated,Estimated using previous year's AADF on this link,68,51,9476,146,1573,92,27,7,48,4,3,181,11426
73702,2016,8,Yorkshire and The Humber,63,Leeds,A63,major,LA Boundary,A1M\A63,445935,431235,53.77543394,-1.30447415,1,0.62,Estimated,Estimated using previous year's AADF on this link,18,88,7798,17,1462,276,49,76,151,186,279,1018,10383
73703,2016,8,Yorkshire and The Humber,63,Leeds,A1(M),major,A1M merge,LA Boundary,443305,439450,53.84948972,-1.34322541,0.5,0.31,Estimated,Estimated from nearby links,0,133,28057,184,5259,665,144,148,201,463,530,2152,35784
73709,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,A659,LA Boundary,431230,445900,53.90832301,-1.52610863,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,20,97,13647,171,1856,141,61,3,31,13,20,269,16040
73711,2016,8,Yorkshire and The Humber,63,Leeds,A643,major,LA Boundary,A650,424620,427360,53.74204531,-1.62819936,0.9,0.56,Estimated,Estimated using previous year's AADF on this link,40,65,6802,116,1512,60,25,6,18,12,8,129,8624
74250,2016,8,Yorkshire and The Humber,63,Leeds,A660,major,A658,"Leeds Road roundabout, Otley",421975,444757,53.89852314,-1.66706495,3.4,2.11,Counted,Manual count,111,88,11947,93,1823,173,23,44,52,63,52,406,14357
74810,2016,8,Yorkshire and The Humber,63,Leeds,A6110,major,A6110 Ring Road Beeston,A653 Dewsbury Road,428380,429450,53.76063949,-1.57100202,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,32,104,18298,247,2970,219,66,29,166,48,46,574,22193
74812,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,A62,Holbeck Lane roundabout,428820,432600,53.78892679,-1.56403506,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,126,164,16442,325,4652,284,60,23,42,33,47,488,22071
74814,2016,8,Yorkshire and The Humber,63,Leeds,A653,major,Shannon Street,A64(M) York Road,431150,433670,53.79840988,-1.52856254,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,228,252,27690,1500,4638,446,88,54,141,70,98,897,34977
74815,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,A61 Sheepscar Street South,A58,430720,434600,53.80679386,-1.53499813,0.2,0.12,Counted,Manual count,75,55,8188,49,1421,99,19,6,12,16,11,163,9875
74816,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,A61 spur,A58 Barrack Road,430739,434791,53.80850938,-1.53469063,0.3,0.19,Counted,Manual count,154,83,11533,364,1386,92,18,15,14,17,13,168,13534
74817,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,A61 Meanwood Road,A61 Sheepscar Sstreet South,430670,434750,53.80814495,-1.53574247,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,179,166,45197,390,4857,510,64,31,49,23,17,695,51305
74818,2016,8,Yorkshire and The Humber,63,Leeds,A65,major,B6157,A58,428500,433960,53.80116762,-1.56876675,3.4,2.11,Counted,Manual count,585,202,28172,502,3826,378,85,47,94,63,56,724,33426
74888,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,M621 jn5,M621 jn4,430600,431470,53.77866951,-1.53712991,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,12,31,5831,122,1770,114,68,2,38,14,16,251,8006
74892,2016,8,Yorkshire and The Humber,63,Leeds,A653,major,A61 roundabout,A64M slip,431000,433490,53.79680103,-1.5308578,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,49,148,26730,99,3856,638,143,91,268,72,87,1298,32131
75430,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,Gelderd Rd,Holbeck Lane,428700,432690,53.78974229,-1.56584808,0.3,0.19,Estimated,Estimated from nearby links,67,106,10582,197,3256,183,45,13,30,20,23,315,14456
75454,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,A639 mid-junction,M621 roundabout,432093,429935,53.76478388,-1.51463381,0.6,0.37,Counted,Manual count,0,193,24220,366,3445,948,133,40,87,141,479,1828,30052
77619,2016,8,Yorkshire and The Humber,63,Leeds,A63,major,"Ninelands Lane, Garforth",A656,442000,431770,53.78057356,-1.36410596,2,1.24,Estimated,Estimated using previous year's AADF on this link,29,250,9502,26,2256,128,51,26,139,65,73,482,12516
77620,2016,8,Yorkshire and The Humber,63,Leeds,A642,major,"Cedar Ridge, Garforth",M1,442000,434340,53.80367121,-1.36375667,0.5,0.31,Estimated,Estimated from nearby links,85,72,7515,98,983,66,8,7,2,3,2,88,8757
77657,2016,8,Yorkshire and The Humber,63,Leeds,A642,major,Oulton Drive,A639,436170,427500,53.74263285,-1.45307348,0.4,0.25,Estimated,Estimated from nearby links,38,71,14219,136,2720,164,36,58,75,84,72,487,17632
77658,2016,8,Yorkshire and The Humber,63,Leeds,A654,major,A61,Arran Way,434500,427980,53.74705974,-1.47833924,2.7,1.68,Estimated,Estimated using previous year's AADF on this link,24,41,8611,133,1690,57,28,3,9,5,5,108,10584
77660,2016,8,Yorkshire and The Humber,63,Leeds,A642,major,A639,Pottery Lane,436700,428750,53.75383044,-1.44489009,1.2,0.75,Estimated,Estimated using previous year's AADF on this link,35,154,13480,179,2562,69,17,6,11,1,1,105,16481
77662,2016,8,Yorkshire and The Humber,63,Leeds,A6120,major,Stile Hill Way,M1,437750,433090,53.79276163,-1.42843732,0.4,0.25,Estimated,Estimated from nearby links,118,232,33411,184,4565,302,96,43,226,99,108,874,39267
77663,2016,8,Yorkshire and The Humber,63,Leeds,A64,major,A6120(T),Baildon Drive,436000,436580,53.82425172,-1.45459411,0.6,0.37,Estimated,Estimated from nearby links,2,53,19167,214,3311,193,47,50,69,103,123,584,23328
77664,2016,8,Yorkshire and The Humber,63,Leeds,A6120,major,Roundhay Park Lane,A58,434000,438800,53.84433826,-1.48473067,2.3,1.43,Estimated,Estimated using previous year's AADF on this link,24,64,17341,131,2674,333,49,31,102,26,36,577,20787
77665,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,A6120(T),Red Hill Lane,434930,438250,53.83933363,-1.47065895,9.4,5.84,Estimated,Estimated from nearby links,32,82,10030,87,1442,86,25,34,22,1,2,170,11810
77666,2016,8,Yorkshire and The Humber,63,Leeds,A660,major,"Kingsley Drive, Holt Park",A658,426560,442000,53.87353073,-1.59752906,4.9,3.04,Estimated,Estimated using previous year's AADF on this link,125,79,12962,132,2023,146,49,26,111,34,57,424,15621
77667,2016,8,Yorkshire and The Humber,63,Leeds,A658,major,"Glenmere Mount,Yeadon",A660,423000,443140,53.88394589,-1.65158738,3.8,2.36,Estimated,Estimated using previous year's AADF on this link,18,55,14405,101,2545,190,49,31,53,77,93,494,17601
77668,2016,8,Yorkshire and The Humber,63,Leeds,A6038,major,LA Boundary,Haawksworth Lane,418250,441220,53.86687725,-1.72396132,0.3,0.19,Estimated,Estimated from nearby links,97,210,18133,102,2717,281,60,19,48,35,41,484,21647
77669,2016,8,Yorkshire and The Humber,63,Leeds,A61,major,Wigton Lane,A659,432540,443000,53.88217904,-1.50647589,4.8,2.98,Estimated,Estimated using previous year's AADF on this link,35,104,13997,176,1697,179,17,9,117,16,19,357,16332
77672,2016,8,Yorkshire and The Humber,63,Leeds,A659,major,B6451,East Busk Lane,420550,445590,53.90606799,-1.68869495,0.8,0.5,Estimated,Estimated from nearby links,70,49,9209,124,1703,129,34,23,60,32,38,316,11401
80636,2016,8,Yorkshire and The Humber,63,Leeds,A6038,major,LA Boundary,WEST BUSK LANE,418100,444510,53.89645209,-1.72604925,0.8,0.5,Estimated,Estimated using previous year's AADF on this link,116,89,8817,143,1292,148,23,21,46,11,34,283,10623
81310,2016,8,Yorkshire and The Humber,63,Leeds,A659,major,Roundabout A168,A1(T),440775,445770,53.90649374,-1.38084196,0.4,0.25,Estimated,Estimated from nearby links,24,193,23285,113,4429,610,119,101,173,404,619,2026,30046
81311,2016,8,Yorkshire and The Humber,63,Leeds,A168,major,Roundabout A659,Roundabout,440464,447478,53.92186829,-1.38535016,1.9,1.18,Estimated,Estimated using previous year's AADF on this link,95,145,15525,74,2568,294,52,19,47,54,79,543,18856
81380,2016,8,Yorkshire and The Humber,63,Leeds,A58,major,A661,LA Boundary,440680,447730,53.9241162,-1.38202796,3.2,1.99,Estimated,Estimated using previous year's AADF on this link,23,60,9472,80,1355,67,13,17,2,4,1,104,11072
