"osm_id","name","ref","highway","aadt","roadtype","road_importance","urban"
"43141961","John Street",NA,"residential",NA,"minor",3,1
"43176677","Medina Way","A3020","primary",34648,"major",1,1
"43176678","Medina Way","A3020","primary",34648,"major",1,1
"43176679","Medina Way","A3020","primary",34648,"major",2,1
"43176680","Medina Way","A3020","primary",34648,"major",1,1
"43176868","Medina Way","A3020","primary",34648,"major",1,1
"43176869","Medina Way","A3020","primary",34648,"major",3,1
"43176870","Medina Way","A3020","primary",34648,"major",1,1
"43176872","Medina Way","A3020","primary",34648,"major",1,1
"43267264","Robin Hood Street",NA,"residential",NA,"minor",5,1
"43674953","Oak Vale",NA,"residential",NA,"minor",4,1
"43674954",NA,NA,"residential",NA,"minor",3,1
"43674955",NA,NA,"residential",NA,"minor",3,1
"43741965","Newport Road","A3056","primary",NA,"major",1,1
"43741967","Sandown Road","A3055","primary",11200,"major",4,1
"43741967","Sandown Road","A3055","primary",11200,"major",4,1
"43741972","Lake Hill","A3055","primary",14533,"major",1,1
"43741977","Blythe Way",NA,"residential",NA,"minor",2,1
"43741978","Blythe Way",NA,"residential",NA,"minor",3,1
"43741980","Green Lane",NA,"tertiary",NA,"minor",4,1
"43741985","Whitecross Avenue",NA,"residential",NA,"minor",5,1
"43741988","Whitecross Avenue",NA,"residential",NA,"minor",3,1
"43776893","Adelaide Grove",NA,"tertiary",NA,"minor",5,1
"43776894","York Avenue","A3021","primary",6604,"major",1,1
"43776895","Clarence Road","B3321","secondary",NA,"minor",4,1
"43776899","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"43776901","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"43785120","High Street",NA,"tertiary",NA,"minor",5,0
"43785122","Steephill Road",NA,"tertiary",NA,"minor",3,0
"43785124","Kemming Road",NA,"secondary",NA,"minor",2,0
"43785125","Bannock Road",NA,"residential",NA,"minor",4,0
"43785126","Bannock Road",NA,"residential",NA,"minor",2,0
"43785127","Blackgang Road","A3055","primary",NA,"major",1,0
"43785128","Blackgang Road","A3055","primary",NA,"major",1,0
"43785130","St Johns Road",NA,"residential",NA,"minor",5,1
"43785132","Medina Avenue",NA,"residential",NA,"minor",4,1
"43791061","Colwell Road","A3054","primary",3831,"major",2,0
"43791063","Alum Bay New Road","B3322","secondary",NA,"minor",4,0
"43791066","High Street",NA,"tertiary",NA,"minor",2,1
"43791067","St James Square","B3323","secondary",NA,"minor",2,1
"43803900","Alum Bay New Road","B3322","secondary",NA,"minor",2,0
"43812993","Fairlee Road","A3054","primary",21131,"major",1,1
"43812997","High Street","A3054","primary",16081,"major",2,1
"43812999","High Street","A3054","primary",16081,"major",5,1
"43855204","Gate Lane",NA,"tertiary",NA,"minor",2,0
"43855209","Bowcombe Road","B3323","secondary",2422,"minor",5,0
"43859474","High Park Road",NA,"residential",NA,"minor",5,1
"43859475","Alexandra Road","B3330","secondary",NA,"minor",2,1
"43859478","Dover Street",NA,"tertiary",NA,"minor",4,1
"43859480","Melville Street","B3326","secondary",NA,"minor",3,1
"43859481","East Hill","A3055","primary",9225,"major",1,1
"43859484","West Hill Road",NA,"residential",NA,"minor",3,1
"43859485","Alexandra Road","B3330","secondary",NA,"minor",2,1
"43859487","Marlborough Road","A3055","primary",9225,"major",3,1
"43859491","The Strand",NA,"residential",NA,"minor",4,1
"43859492","East Hill","A3055","primary",9225,"major",1,1
"43859493","St John's Hill","B3330","secondary",NA,"minor",2,1
"43859496","St John's Hill","B3330","secondary",NA,"minor",2,1
"43872077","Cook Avenue",NA,"residential",NA,"minor",3,1
"43874062","Newport Road",NA,"primary",NA,"major",1,0
"43874064","Landguard Road",NA,"tertiary",NA,"minor",2,1
"43874065","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"43874066","The Shute",NA,"tertiary",NA,"minor",4,0
"43874067",NA,NA,"unclassified",NA,"minor",1,0
"43874068","Merrie Gardens",NA,"residential",NA,"minor",4,1
"43874069","Alverstone Road",NA,"unclassified",NA,"minor",5,0
"43971843","Park Mews",NA,"residential",NA,"minor",4,1
"44097508","Aylett Close",NA,"residential",NA,"minor",3,0
"44223213","Plaish Lane",NA,"unclassified",NA,"minor",5,0
"44223216","Brickfield Close",NA,"residential",NA,"minor",4,1
"44224413","Parkhurst Road",NA,"tertiary",NA,"minor",2,1
"44354227","Swanmore Road",NA,"tertiary",NA,"minor",3,1
"44474873","Collingwood Road",NA,"residential",NA,"minor",3,1
"44475685","Woodbine Villas",NA,"residential",NA,"minor",1,1
"44538133","Amherst Place",NA,"residential",NA,"minor",4,1
"44538134","Amherst Place",NA,"residential",NA,"minor",2,1
"44674957","Staplers Road",NA,"tertiary",NA,"minor",4,0
"44675038","Downs Road",NA,"tertiary",NA,"minor",5,0
"44719222","Johnson Road",NA,"residential",NA,"minor",4,1
"44719223",NA,NA,"residential",NA,"minor",4,1
"44719225","Cookworthy Road",NA,"residential",NA,"minor",1,1
"44719226","Harris Road",NA,"residential",NA,"minor",4,1
"44719227","Hewitt Crescent",NA,"residential",NA,"minor",5,1
"44852257","Nicholas Close",NA,"residential",NA,"minor",3,0
"44853153",NA,NA,"residential",NA,"minor",3,1
"45013646","Oakhill Road",NA,"unclassified",NA,"minor",5,0
"45034161","Clissold Road",NA,"unclassified",NA,"minor",5,1
"45034165","Ulster Crescent",NA,"residential",NA,"minor",4,0
"45034167","Sherwood Road",NA,"residential",NA,"minor",4,0
"45105773","Staplers Road",NA,"tertiary",NA,"minor",2,0
"45105775","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"45105776","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"45105777","St Georges Way","A3020","primary",20303,"major",1,1
"45106531","Atkinson Drive",NA,"residential",NA,"minor",4,1
"45106532","Cooper Road",NA,"residential",NA,"minor",1,1
"45106533","Cooper Road",NA,"residential",NA,"minor",3,1
"45106534","Fairmount Drive",NA,"residential",NA,"minor",4,1
"45106534","Fairmount Drive",NA,"residential",NA,"minor",4,0
"45106535","Staplers Road",NA,"tertiary",NA,"minor",2,0
"45106536","Staplers Road",NA,"tertiary",NA,"minor",1,1
"45106537","Staplers Road",NA,"tertiary",NA,"minor",4,1
"45106537","Staplers Road",NA,"tertiary",NA,"minor",4,0
"45106538","Halberry Lane",NA,"residential",NA,"minor",5,1
"45106539","Coppins Bridge Roundabout",NA,"primary",NA,"major",1,1
"45196116","Leeson Road","A3055","primary",4246,"major",4,1
"45196117","Bonchurch Village Road",NA,"tertiary",NA,"minor",2,1
"45196120","Leeson Road",NA,"primary",NA,"major",1,1
"45196121","St Martins Road",NA,"residential",NA,"minor",3,0
"45196122","Manor Road",NA,"unclassified",NA,"minor",3,0
"45196123","Stenbury View",NA,"residential",NA,"minor",3,0
"45196124","Stenbury View",NA,"residential",NA,"minor",5,0
"45196125","Station Road",NA,"residential",NA,"minor",2,0
"45459905","Moorgreen Road",NA,"residential",NA,"minor",5,1
"45459906","Park Road","B3325","secondary",NA,"minor",4,1
"45459907","Park Road","B3325","secondary",NA,"minor",1,1
"45459908","Crossfield Avenue",NA,"residential",NA,"minor",5,1
"45459910","Mill Hill Road",NA,"tertiary",NA,"minor",3,1
"45459912","Newport Road","A3020","primary",4993,"major",1,1
"45459914","Pallance Road",NA,"tertiary",NA,"minor",5,1
"45459915","Wyatts Lane",NA,"residential",NA,"minor",4,1
"45459916","Newport Road",NA,"primary",NA,"major",1,1
"45459917","Solent View Road",NA,"residential",NA,"minor",2,1
"45459918","Pallance Road",NA,"tertiary",NA,"minor",1,0
"45459919","Tuttons Hill","asphalt","unclassified",NA,"minor",1,1
"45459920","Ward Avenue",NA,"residential",NA,"minor",5,1
"45459921","Baring Road",NA,"unclassified",NA,"minor",5,1
"45459921","Baring Road",NA,"unclassified",NA,"minor",5,1
"45459922","Baring Road",NA,"unclassified",NA,"minor",5,1
"45516221","Manor Road",NA,"residential",NA,"minor",2,1
"45516225","Newport Road","A3056","primary",12961,"major",4,1
"45516225","Newport Road","A3056","primary",12961,"major",4,1
"45516229","Esplanade",NA,"unclassified",NA,"minor",4,1
"45516241","The Fairway",NA,"tertiary",NA,"minor",3,1
"45516246","Fairview Crescent",NA,"residential",NA,"minor",5,1
"45516247","Lake Green Road",NA,"residential",NA,"minor",5,1
"45516248","Lea Road",NA,"residential",NA,"minor",4,0
"45516253","Lake Hill","A3055","primary",14533,"major",1,1
"45516257","The Fairway",NA,"tertiary",NA,"minor",5,1
"45516259","Meadow Way",NA,"residential",NA,"minor",2,0
"45516260","Yaverland Road","B3395","secondary",NA,"minor",5,0
"45518054","Broadway","A3055","primary",13881,"major",5,1
"45561326","Lower Bettesworth Road",NA,"residential",NA,"minor",4,1
"45561327","Hazelwood Close",NA,"residential",NA,"minor",2,0
"45561330","Partlands Close",NA,"residential",NA,"minor",3,1
"45561332","Lind Hill",NA,"residential",NA,"minor",2,1
"45561703",NA,NA,"residential",NA,"minor",3,0
"45742087","Hatherton Road",NA,"residential",NA,"minor",3,1
"45742088","Orchardleigh Road",NA,"residential",NA,"minor",3,1
"45742093","Copse Road",NA,"residential",NA,"minor",3,1
"46521997","Whippingham Road","A3021","primary",14709,"major",1,0
"46522103","New Road",NA,"unclassified",NA,"minor",5,1
"46522106","Briddlesford Road",NA,"tertiary",NA,"minor",5,0
"46522108","Palmers Road",NA,"residential",NA,"minor",4,0
"46522109","Church Road",NA,"residential",NA,"minor",1,1
"46522110","Church Road",NA,"residential",NA,"minor",4,1
"46522939","Upton Road",NA,"tertiary",NA,"minor",5,1
"46522942","Ashey Road",NA,"tertiary",NA,"minor",5,1
"46522979","Station Lane",NA,"residential",NA,"minor",3,0
"46621864","St John's Hill","B3330","secondary",NA,"minor",3,1
"46621869","Great Preston Road",NA,"tertiary",NA,"minor",2,1
"46621870","Upper Green Road","B3330","secondary",NA,"minor",4,0
"46621877","High Street","B3395","secondary",NA,"minor",1,1
"46621878","Egerton Road",NA,"residential",NA,"minor",5,1
"46621879","Lane End Road",NA,"residential",NA,"minor",5,1
"46621880","Lane End Road",NA,"residential",NA,"minor",5,1
"46621881","Walls Road",NA,"residential",NA,"minor",5,1
"46621882","Esplanade",NA,"unclassified",NA,"minor",5,1
"47200958","Ash Grove",NA,"unclassified",NA,"minor",5,0
"47202287","Cleavers Close",NA,"residential",NA,"minor",3,1
"47203216","Salter's Road",NA,"residential",NA,"minor",2,1
"49194599","Gobles Close",NA,"residential",NA,"minor",2,1
"53504854","Araluen Way",NA,"residential",NA,"minor",5,1
"53504854","Araluen Way",NA,"residential",NA,"minor",5,1
"53505210",NA,NA,"unclassified",NA,"minor",3,1
"54574620","Woolcombe Road",NA,"residential",NA,"minor",2,1
"54630264","Mill Road",NA,"residential",NA,"minor",5,0
"54657516","Prospect Road",NA,"residential",NA,"minor",4,1
"54659298",NA,NA,"residential",NA,"minor",4,1
"54660822","South Street","B3323","secondary",NA,"minor",1,1
"54660933","Heath Close",NA,"residential",NA,"minor",3,1
"54845212","Alvington Close",NA,"residential",NA,"minor",3,0
"55468746","Golden Ridge",NA,"residential",NA,"minor",3,1
"55545725","Bailey Close",NA,"residential",NA,"minor",3,1
"57929618","Newport Road","B3401","secondary",NA,"minor",5,0
"57929634","Newport Road","B3401","secondary",NA,"minor",1,0
"57929671","Newbridge Road","B3401","secondary",NA,"minor",3,0
"57929682","Newport Road","B3401","secondary",NA,"minor",1,0
"57929699","Newport Road","B3401","secondary",NA,"minor",2,0
"57973838","Blackbridge Road",NA,"unclassified",NA,"minor",3,0
"57973843","Black Bridge",NA,"unclassified",NA,"minor",1,0
"58649100","School Close",NA,"unclassified",NA,"minor",1,0
"58649268","School Lane",NA,"unclassified",NA,"minor",1,0
"58661699","Milestone Crescent",NA,"residential",NA,"minor",2,0
"58916138","The Fairway",NA,"unclassified",NA,"minor",5,1
"59139678","Western Road",NA,"residential",NA,"minor",1,1
"59399491",NA,NA,"unclassified",NA,"minor",3,0
"59466649","Long Lane",NA,"tertiary",NA,"minor",5,0
"59466649","Long Lane",NA,"tertiary",NA,"minor",5,0
"59466650","Downs Road",NA,"tertiary",NA,"minor",5,0
"59553088","Love Lane",NA,"unclassified",NA,"minor",5,1
"60167995","St. James' Close",NA,"residential",NA,"minor",3,0
"60184008",NA,"A3055","primary",9225,"major",3,0
"60184009","Carpenters Road","B3330","secondary",NA,"minor",4,0
"60184010","Carpenters Road","B3330","secondary",NA,"minor",5,0
"60184313","Brading Road","A3055","primary",9225,"major",1,0
"60258596","Bullys Hill",NA,"tertiary",NA,"minor",2,0
"60258597","Marshcombe Shute","B3395","secondary",NA,"minor",1,0
"60258598","Sandown Road","B3395","secondary",NA,"minor",3,0
"60258599","Long Lane",NA,"tertiary",NA,"minor",1,0
"60258600","Medina Way","A3020","primary",34648,"major",1,1
"60258601","Sandown Road","B3395","secondary",NA,"minor",2,0
"60258602","Medina Way","A3020","primary",34648,"major",2,1
"60258603","Hillway Road",NA,"tertiary",NA,"minor",4,0
"60359958","Eddington Road","B3330","secondary",NA,"minor",5,0
"60359959","Bullen Road",NA,"tertiary",NA,"minor",5,0
"60359960","Calthorpe Road","B3330","secondary",NA,"minor",4,0
"60359961","Eddington Road","B3330","secondary",NA,"minor",3,0
"60359963","Calthorpe Road","B3330","secondary",NA,"minor",2,0
"60359964","Bullen Road",NA,"tertiary",NA,"minor",5,0
"60542489","Quarr Hill","A3054","primary",16479,"major",2,1
"60542490","Fairlee Road","A3054","primary",20084,"major",2,0
"60542491","Lushington Hill","A3054","primary",16081,"major",1,1
"60542492","Racecourse","A3054","primary",19036,"major",4,0
"60542493","Ashey Road",NA,"tertiary",NA,"minor",5,0
"60542494","Lushington Hill","A3054","primary",17558,"major",4,0
"60542495","Smallbrook Lane",NA,"tertiary",NA,"minor",1,1
"60542496","Kite Hill","A3054","primary",16081,"major",2,0
"60799864","Beaper Shute","A3055","primary",13229,"major",5,0
"60956634","Avenue Road Slipway",NA,"unclassified",NA,"minor",2,1
"60957717","The Brambles",NA,"residential",NA,"minor",3,0
"61012078","Long Orchard",NA,"residential",NA,"minor",3,1
"61012079","Lavender Glade",NA,"residential",NA,"minor",1,1
"61012081","Meaders Road",NA,"residential",NA,"minor",4,1
"61012082","Surbiton Grove",NA,"residential",NA,"minor",4,1
"61012084","Gassiot Close",NA,"residential",NA,"minor",1,1
"61186373","South View",NA,"residential",NA,"minor",2,1
"61186400","St Johns Close",NA,"residential",NA,"minor",4,1
"61240664","Thorley Bridge","B3401","secondary",NA,"minor",1,0
"61240670","Thorley Road","B3401","secondary",NA,"minor",2,0
"61278286","Whippingham Road","A3021","primary",14709,"major",2,0
"61278287","Beatrice Avenue",NA,"tertiary",NA,"minor",5,0
"61278289","Beatrice Avenue",NA,"tertiary",NA,"minor",1,0
"61278292","Brinton Close",NA,"residential",NA,"minor",3,0
"61278764","Firestone Copse Road",NA,"tertiary",NA,"minor",1,0
"61278765","Park Road",NA,"tertiary",NA,"minor",3,0
"61278882","Firestone Copse Road",NA,"tertiary",NA,"minor",4,0
"61279414","Lynchens Close",NA,"residential",NA,"minor",3,1
"61279415","Norcott Drive",NA,"residential",NA,"minor",2,1
"61279509","Kings Close",NA,"residential",NA,"minor",3,1
"61313682","Afton Road","A3055","primary",NA,"major",4,1
"61313684","Afton Road","A3055","primary",NA,"major",1,1
"61342425","Winford Road",NA,"tertiary",NA,"minor",5,0
"61342427","Skinners Lane",NA,"unclassified",NA,"minor",1,0
"61342433","Langbridge",NA,"unclassified",NA,"minor",5,0
"61342436","Lower Knighton Lane",NA,"unclassified",NA,"minor",5,0
"61342445","Bartletts Close",NA,"residential",NA,"minor",2,0
"61344462",NA,"A3056","primary",NA,"major",5,0
"61344466","Main Road","A3056","primary",NA,"major",2,0
"61406275","Greystone Lane",NA,"residential",NA,"minor",3,0
"61430307","Newport Road","A3056","primary",NA,"major",3,0
"61430308","Newport Road","A3056","primary",NA,"major",1,0
"61430309",NA,"A3056","primary",NA,"major",3,0
"61430310","Newport Road","A3056","primary",11676,"major",4,0
"61430419","Medina Way","A3020","primary",27810,"major",2,1
"61430421","Forest Road","A3054","primary",7942,"major",2,0
"61430422","Medina Way","A3020","primary",34648,"major",1,1
"61430584","Whiterails Road",NA,"tertiary",NA,"minor",3,0
"61430585","Station Road",NA,"tertiary",NA,"minor",2,0
"61501323","Chichester Close",NA,"residential",NA,"minor",2,1
"61501329","Winchester Close",NA,"residential",NA,"minor",2,1
"61501337","Elmbank Gardens",NA,"unclassified",NA,"minor",4,1
"61501340","Cliff Road",NA,"residential",NA,"minor",4,1
"61502241",NA,NA,"residential",NA,"minor",2,1
"61556695","Lark Rise",NA,"residential",NA,"minor",2,1
"61556696","Melville Gardens",NA,"residential",NA,"minor",3,1
"61556724","Alverstone Road",NA,"unclassified",NA,"minor",5,0
"61557090","Meadowside",NA,"residential",NA,"minor",3,1
"61557091","Tinkers Hill",NA,"residential",NA,"minor",3,1
"61557241","Howard Close",NA,"residential",NA,"minor",2,1
"61670958","Golden Groves",NA,"residential",NA,"minor",2,1
"61670959","Stonelands Orchard",NA,"residential",NA,"minor",3,1
"61670960","Pell Lane",NA,"residential",NA,"minor",4,1
"61670961",NA,NA,"residential",NA,"minor",3,1
"61670963","Langdon Mews",NA,"residential",NA,"minor",2,1
"61670964","Westwood Drive",NA,"residential",NA,"minor",3,1
"61670965","Meadowbrook",NA,"residential",NA,"minor",4,1
"61670966","Solent Gardens",NA,"residential",NA,"minor",3,1
"61670967","West Place",NA,"residential",NA,"minor",3,1
"61670968","Arnold Road",NA,"residential",NA,"minor",5,1
"61670969","Parkway",NA,"residential",NA,"minor",5,1
"61670971","Langdon Mews",NA,"residential",NA,"minor",1,1
"61670972","Winston Close",NA,"residential",NA,"minor",3,1
"61670973","Hawthorne Close",NA,"residential",NA,"minor",2,1
"61670974","Stonelands Park",NA,"residential",NA,"minor",3,1
"61670975","Cemetery Road",NA,"residential",NA,"minor",3,1
"61670976","Broadway Crescent",NA,"residential",NA,"minor",3,1
"61696398","Oak Tree Close",NA,"residential",NA,"minor",2,1
"61696481","Lucerne Road",NA,"residential",NA,"minor",3,1
"61882623","Devonia Gardens",NA,"residential",NA,"minor",2,0
"62003025","Bank Place",NA,"residential",NA,"minor",1,1
"62003026","Bank Gardens",NA,"residential",NA,"minor",2,1
"62003028","Southview Close",NA,"residential",NA,"minor",2,1
"62003029","Nelson Lane",NA,"residential",NA,"minor",2,1
"62003030","Slade Road",NA,"residential",NA,"minor",1,1
"62003031","St. George's Close",NA,"residential",NA,"minor",3,1
"62003033","Bank Gardens",NA,"residential",NA,"minor",2,1
"62003314","Millward Place",NA,"residential",NA,"minor",3,1
"62003441","Winchester Mews",NA,"residential",NA,"minor",2,1
"62124295","Redcliff Close",NA,"residential",NA,"minor",3,0
"62124296","Redcliff Close",NA,"residential",NA,"minor",2,0
"62124297",NA,NA,"residential",NA,"minor",1,0
"62149257","Elm Close",NA,"residential",NA,"minor",3,0
"62149258","Stainers Close",NA,"residential",NA,"minor",2,1
"62149260","Thornton Close",NA,"residential",NA,"minor",4,0
"62149261",NA,NA,"residential",NA,"minor",1,0
"62149262","Jubilee Place",NA,"residential",NA,"minor",2,1
"62149263","Butt's Road",NA,"residential",NA,"minor",4,1
"62149603","Coniston Drive",NA,"residential",NA,"minor",4,1
"62169123","Park Rise",NA,"residential",NA,"minor",4,1
"62169853","The Drive",NA,"residential",NA,"minor",3,1
"62270978","Sandy Close",NA,"residential",NA,"minor",3,0
"62271584","Merstone Lane",NA,"tertiary",NA,"minor",5,0
"62271589","Merstone Lane",NA,"tertiary",NA,"minor",5,0
"62333084","Tolt Cottages",NA,"residential",NA,"minor",2,0
"62333089","Greenlands Close",NA,"residential",NA,"minor",3,0
"62575568","Bucklers Drive",NA,"residential",NA,"minor",2,1
"63091458","Stag Road",NA,"residential",NA,"minor",1,1
"63091459","King Edwards Close",NA,"residential",NA,"minor",4,1
"63091461","Haig Close",NA,"residential",NA,"minor",2,1
"63610562","Hazelmount Paddock",NA,"residential",NA,"minor",2,1
"63610563","Lind Place",NA,"residential",NA,"minor",3,1
"63610566","Quarr Close",NA,"residential",NA,"minor",4,1
"63610567","Rufflers Way",NA,"residential",NA,"minor",3,1
"63610568","Quarr Place",NA,"residential",NA,"minor",2,1
"63610569","Copsefield Drive",NA,"residential",NA,"minor",5,1
"63610570","Spencer Close",NA,"residential",NA,"minor",3,0
"63847330","Ansells",NA,"residential",NA,"minor",1,0
"65245661","Peacock Close",NA,"residential",NA,"minor",4,1
"65245663","Magnum Hall",NA,"residential",NA,"minor",3,1
"65245664","School Road","A3020","primary",8346,"major",1,0
"65245665","Craigmore Court",NA,"residential",NA,"minor",3,1
"65416889","The Limes",NA,"residential",NA,"minor",3,1
"65416890","Vaughan Way",NA,"residential",NA,"minor",4,1
"65417315","Wentworth Close",NA,"residential",NA,"minor",3,1
"65560537","Orchard Close",NA,"residential",NA,"minor",4,0
"65560540","Beachfield Road",NA,"residential",NA,"minor",2,0
"65560544","Castle Lane",NA,"residential",NA,"minor",3,0
"65565273","Beaconsfield Road",NA,"residential",NA,"minor",3,1
"65565275","Ash Court",NA,"residential",NA,"minor",3,1
"65770930","Bury Lane",NA,"unclassified",NA,"minor",2,0
"65770940","Rectory Lane",NA,"residential",NA,"minor",3,0
"65770947",NA,NA,"unclassified",NA,"minor",2,0
"65770949","Ivy Close",NA,"residential",NA,"minor",2,0
"65770958","Downside Avenue",NA,"residential",NA,"minor",4,0
"65770966","Howard Close",NA,"residential",NA,"minor",2,0
"66207838","Sandrock Road",NA,"residential",NA,"minor",4,0
"66436406","Wallace Court",NA,"residential",NA,"minor",3,1
"66833050","Embassy Way",NA,"unclassified",NA,"minor",5,0
"67121983","Kent Road",NA,"residential",NA,"minor",2,1
"67121986","Altofts Gardens",NA,"residential",NA,"minor",3,1
"67122239","Hollybrooke Close",NA,"residential",NA,"minor",3,1
"67559360","Winford Way",NA,"residential",NA,"minor",4,0
"68138659","The Chase",NA,"residential",NA,"minor",1,0
"68241010","Trelawny Way",NA,"residential",NA,"minor",4,1
"68506074","Wootton Lodge",NA,"residential",NA,"minor",2,1
"68506075","Lower Woodside Road",NA,"unclassified",NA,"minor",5,0
"68506076","The Acorns",NA,"residential",NA,"minor",1,1
"68825233","Whinscot Close",NA,"residential",NA,"minor",3,0
"68874861",NA,NA,"unclassified",NA,"minor",3,0
"69178430","Queens Gate",NA,"residential",NA,"minor",3,1
"69178433","Hospital Road",NA,"residential",NA,"minor",2,1
"69178435","The Meadow",NA,"residential",NA,"minor",2,1
"69801644",NA,NA,"unclassified",NA,"minor",1,0
"69920751","Heron Square",NA,"residential",NA,"minor",3,0
"69920756","Cormorant Grove",NA,"residential",NA,"minor",4,0
"70411256","Chine Lane",NA,"unclassified",NA,"minor",5,0
"70601890","Bunts Hill",NA,"tertiary",NA,"minor",4,0
"70601893","Bunts Hill",NA,"tertiary",NA,"minor",2,0
"70601894","Ningwood Hill","A3054","primary",7155,"major",1,0
"70601895","Main Road","A3054","primary",7155,"major",2,0
"70601897",NA,NA,"unclassified",NA,"minor",5,0
"70810430","Whitecroft Park",NA,"residential",NA,"minor",1,0
"70810431","Whitecroft Park",NA,"residential",NA,"minor",2,0
"70935452","Whitepit Lane",NA,"secondary",NA,"minor",1,1
"70959655","Staplers Road",NA,"tertiary",NA,"minor",2,0
"71177974","Medham Farm Lane",NA,"unclassified",NA,"minor",5,1
"71330170",NA,NA,"residential",NA,"minor",3,0
"71330290",NA,NA,"residential",NA,"minor",1,0
"71330612","Puckaster Lane",NA,"unclassified",NA,"minor",5,0
"71330867","Puckwell Farm",NA,"residential",NA,"minor",2,0
"71331313",NA,NA,"unclassified",NA,"minor",5,0
"71332499","Ashley Way",NA,"residential",NA,"minor",3,0
"71332499","Ashley Way",NA,"residential",NA,"minor",3,0
"71332527","Wilberforce Road",NA,"residential",NA,"minor",1,0
"71332589","The Orchard",NA,"residential",NA,"minor",1,0
"71332590","The Orchard",NA,"residential",NA,"minor",3,0
"71332672","Moortown Lane",NA,"tertiary",NA,"minor",1,0
"71332675","Brookedge",NA,"residential",NA,"minor",1,0
"71333046","Scotts Close",NA,"residential",NA,"minor",4,0
"71333459","Old Vicarage Lane",NA,"residential",NA,"minor",4,0
"71333487","Clamerkin Bridge",NA,"tertiary",NA,"minor",1,0
"71333488","Porchfield Road",NA,"tertiary",NA,"minor",3,0
"71333585","Gurnard Heights",NA,"residential",NA,"minor",2,1
"71333586","Pine Tree Close",NA,"residential",NA,"minor",2,1
"71360378","Newport Road","A3020","primary",17679,"major",5,1
"71360380","Willow Tree Drive",NA,"residential",NA,"minor",3,1
"71360386","Wyatts Close",NA,"residential",NA,"minor",2,1
"71360387","The Pippins",NA,"residential",NA,"minor",3,1
"71360388","Nelson Court",NA,"residential",NA,"minor",2,0
"71360389","The Sidings",NA,"residential",NA,"minor",2,1
"71365231","Nelson Drive",NA,"residential",NA,"minor",2,0
"71365232","Nelson Drive",NA,"residential",NA,"minor",2,0
"71519676","Colwell Close",NA,"residential",NA,"minor",3,1
"71519681","Richmond Crescent",NA,"residential",NA,"minor",3,1
"71519681","Richmond Crescent",NA,"residential",NA,"minor",3,1
"71519688","Richmond Grange",NA,"residential",NA,"minor",1,1
"71519692","Martine Close",NA,"residential",NA,"minor",3,1
"71519696","The Old Smithy",NA,"residential",NA,"minor",2,1
"71519699","Martine Close",NA,"residential",NA,"minor",3,1
"71763376",NA,NA,"residential",NA,"minor",3,1
"72446827",NA,NA,"unclassified",NA,"minor",5,0
"72501159","Seagrove Manor Close",NA,"residential",NA,"minor",4,0
"72501159","Seagrove Manor Close",NA,"residential",NA,"minor",4,0
"72773942","The Close",NA,"residential",NA,"minor",5,0
"72851780","Springvale Road",NA,"tertiary",NA,"minor",4,0
"72851929","Mill Road",NA,"unclassified",NA,"minor",2,0
"72852240","Military Road","A3055","primary",NA,"major",2,0
"72852254","Military Road","A3055","primary",NA,"major",1,0
"72852463","Foreland Farm Lane",NA,"residential",NA,"minor",4,1
"72852464","Howgate Road",NA,"residential",NA,"minor",5,1
"72852465",NA,NA,"unclassified",NA,"minor",4,0
"72852527","Gully Road",NA,"residential",NA,"minor",2,0
"72861083","Ducie Avenue",NA,"residential",NA,"minor",4,1
"72861084","Howgate Road",NA,"residential",NA,"minor",4,1
"72861085","Ducie Avenue",NA,"residential",NA,"minor",1,1
"72861086","Howgate Road",NA,"residential",NA,"minor",2,1
"72861089","Forelands Field Road",NA,"residential",NA,"minor",3,1
"72861237","Culver Down Road",NA,"unclassified",NA,"minor",3,0
"72861238","Culver Down Road",NA,"unclassified",NA,"minor",2,0
"72863794","Spencer Road",NA,"residential",NA,"minor",4,1
"72863796","Church Road",NA,"residential",NA,"minor",4,0
"72863797","Quarr Road",NA,"unclassified",NA,"minor",2,1
"72863800","St Thomas Street",NA,"tertiary",NA,"minor",4,1
"72863994","Latimer Road",NA,"residential",NA,"minor",3,0
"72864025",NA,NA,"unclassified",NA,"minor",5,0
"72864026","Duver Road",NA,"unclassified",NA,"minor",1,0
"72864027","The Duver",NA,"unclassified",NA,"minor",5,0
"73016319","Fishbourne Lane",NA,"residential",NA,"minor",3,0
"73580577",NA,NA,"unclassified",NA,"minor",5,0
"75027311",NA,"B3399","secondary",NA,"minor",1,0
"75027312","Lynch Lane",NA,"tertiary",NA,"minor",5,0
"75027314",NA,"B3399","secondary",NA,"minor",5,0
"75027316","Lynch Lane",NA,"tertiary",NA,"minor",1,0
"75031903","St John's Road","B3327","secondary",NA,"minor",3,0
"75031905","Castle Road",NA,"residential",NA,"minor",2,0
"75076271","Gate Lane",NA,"secondary",NA,"minor",1,0
"75323241","Alum Bay New Road","B3322","secondary",NA,"minor",2,0
"76065050","Banas Close",NA,"residential",NA,"minor",2,1
