"osm_id","name","ref","highway","aadt","roadtype","road_importance","urban"
"413","Lane End",NA,"residential",NA,"minor",2,1
"415","Foreland Road","B3395","secondary",NA,"minor",5,1
"416","Steyne Road","B3395","secondary",NA,"minor",4,1
"698","Carpenters Road","B3330","secondary",NA,"minor",4,0
"701","Mill Road",NA,"tertiary",NA,"minor",4,1
"705","Downsview Road",NA,"residential",NA,"minor",5,1
"706","Lincoln Way",NA,"residential",NA,"minor",5,1
"709","Paddock Drive",NA,"residential",NA,"minor",4,1
"710","Forelands Field Road",NA,"residential",NA,"minor",5,1
"713","Howgate Road",NA,"residential",NA,"minor",3,0
"716","Church Road","B3395","secondary",NA,"minor",1,1
"738","Watergate Road",NA,"unclassified",NA,"minor",5,1
"1136","Commonwood Lane",NA,"unclassified",NA,"minor",5,0
"1139","Hillway Road",NA,"tertiary",NA,"minor",3,0
"1140","Sandown Road","B3395","secondary",NA,"minor",4,0
"1144","Latimer Road",NA,"residential",NA,"minor",5,0
"1145","Station Road","B3395","secondary",NA,"minor",4,0
"1249","High Street",NA,"tertiary",NA,"minor",5,1
"1291",NA,NA,"unclassified",NA,"minor",5,0
"1294","Culver Down Road",NA,"unclassified",NA,"minor",5,0
"1295","Embankment Road","B3395","secondary",NA,"minor",1,0
"1297","Duver Road",NA,"unclassified",NA,"minor",5,0
"1298","Vine Road",NA,"unclassified",NA,"minor",3,0
"1317","Eddington Road","B3330","secondary",NA,"minor",4,0
"1319","Woodland Grove",NA,"residential",NA,"minor",4,1
"1570","Manna Road",NA,"residential",NA,"minor",4,1
"1571","Queens Road",NA,"residential",NA,"minor",4,1
"1572","Heathfield Road",NA,"residential",NA,"minor",4,1
"3152","Kings Road","B3395","secondary",NA,"minor",2,1
"3159","Sandown Road","B3395","secondary",NA,"minor",1,0
"3367","Marshcombe Shute","B3395","secondary",NA,"minor",1,0
"3377",NA,"A3055","primary",9225,"major",4,0
"3379","Smallbrook Lane",NA,"tertiary",NA,"minor",4,0
"3380","Bullen Road",NA,"tertiary",NA,"minor",3,0
"3410","Church Road",NA,"residential",NA,"minor",5,1
"3470","Medina Way","A3020","primary",27810,"major",4,1
"25903","George Street",NA,"primary",NA,"major",3,1
"25977","Cross Street",NA,"primary",NA,"major",1,1
"27177","Kings Road","B3395","secondary",NA,"minor",1,1
"28356","Player Street",NA,"residential",NA,"minor",5,1
"28358","Benett Street",NA,"residential",NA,"minor",5,1
"28359","Daniel Street",NA,"residential",NA,"minor",4,1
"101503","Quarry Road",NA,"residential",NA,"minor",5,1
"101509","Well Street",NA,"residential",NA,"minor",5,1
"227629","North Walk",NA,"unclassified",NA,"minor",5,1
"327011","Quay Street",NA,"unclassified",NA,"minor",4,1
"327072","St James's Street","B3323","secondary",NA,"minor",1,1
"327140","Chain Lane",NA,"unclassified",NA,"minor",3,1
"327467","Vicarage Walk",NA,"unclassified",NA,"minor",3,1
"342715","Monkton Street",NA,"tertiary",NA,"minor",3,1
"348345","School Street",NA,"residential",NA,"minor",4,1
"349218","Northclose Road",NA,"residential",NA,"minor",5,1
"349706","Egerton Road",NA,"residential",NA,"minor",4,1
"349707","Crossway",NA,"residential",NA,"minor",5,1
"349711","Walls Road",NA,"residential",NA,"minor",4,1
"349712","Brook Furlong",NA,"residential",NA,"minor",5,1
"349929","Harding Shute",NA,"unclassified",NA,"minor",5,0
"349930","Gordon Close",NA,"residential",NA,"minor",1,1
"354884","Edward Street",NA,"residential",NA,"minor",4,1
"358914","Strawberry Lane",NA,"unclassified",NA,"minor",5,0
"367521","Halberry Lane",NA,"residential",NA,"minor",5,1
"367522","Victoria Road",NA,"residential",NA,"minor",5,1
"367524","Heathfield Close",NA,"residential",NA,"minor",3,0
"367525","Landscape Lane",NA,"unclassified",NA,"minor",5,0
"367877","St James' Square",NA,"unclassified",NA,"minor",2,0
"367902","Bridge Road","A3054","primary",3831,"major",2,0
"367903","Halletts Shute","A3054","primary",3831,"major",4,0
"367911","East Hill Road","A3055","primary",9225,"major",5,1
"367912","Crocker Street",NA,"unclassified",NA,"minor",5,1
"367913","Hunnyhill",NA,"tertiary",NA,"minor",5,1
"367961","Medina Way","A3020","primary",27476,"major",2,1
"367967","Forest Road","A3054","primary",7942,"major",4,0
"367968","Swains Road",NA,"residential",NA,"minor",5,1
"367969","Mitten Road",NA,"residential",NA,"minor",4,1
"367972","Ducie Avenue",NA,"residential",NA,"minor",5,1
"367973","Love Lane",NA,"residential",NA,"minor",5,1
"367974","Sylvan Drive",NA,"residential",NA,"minor",2,0
"367975","Hunnycross Way",NA,"tertiary",NA,"minor",2,1
"368004","Foreland Farm Lane",NA,"residential",NA,"minor",4,1
"368005","Beachfield Road",NA,"residential",NA,"minor",5,1
"368006","Rolfs Close",NA,"residential",NA,"minor",3,1
"368007","Dennett Road",NA,"residential",NA,"minor",4,1
"368009","Circular Road",NA,"residential",NA,"minor",4,0
"368010","Great Preston Road",NA,"tertiary",NA,"minor",5,1
"368078","Froglands Lane",NA,"unclassified",NA,"minor",5,0
"368085","Meadow Close",NA,"residential",NA,"minor",4,1
"368086","Swains Lane",NA,"residential",NA,"minor",5,1
"368088","Brooks Close",NA,"residential",NA,"minor",4,1
"368089","Howgate Close",NA,"residential",NA,"minor",3,1
"368090","Pelham Close",NA,"residential",NA,"minor",3,1
"368091","Beach House Lane",NA,"unclassified",NA,"minor",2,1
"376113","Glenheadon Drive",NA,"residential",NA,"minor",3,1
"376478","The Causeway",NA,"tertiary",NA,"minor",3,1
"376479","Manor Road",NA,"residential",NA,"minor",5,1
"376480","Southdown Road",NA,"residential",NA,"minor",3,1
"377089","Afton Road","A3055","primary",NA,"major",1,1
"377520","Blackbridge Road",NA,"residential",NA,"minor",5,1
"377530","Coastguard Lane",NA,"residential",NA,"minor",4,1
"377531","Gate Lane",NA,"secondary",NA,"minor",2,0
"377532","Terrace Lane",NA,"residential",NA,"minor",4,0
"377533","Brooklyn Gardens",NA,"residential",NA,"minor",4,1
"377535","The Square",NA,"residential",NA,"minor",5,1
"377536","Bay Road",NA,"residential",NA,"minor",5,1
"379421","Dall Square",NA,"residential",NA,"minor",4,1
"381884","Dolcroft Road",NA,"residential",NA,"minor",3,0
"381885","Manor Crescent",NA,"residential",NA,"minor",4,0
"381886","Hillcrest Road",NA,"residential",NA,"minor",4,0
"381887","Bunkers Lane",NA,"residential",NA,"minor",3,0
"381888","Harts Lane",NA,"residential",NA,"minor",5,0
"382176","Nunnery Lane",NA,"unclassified",NA,"minor",5,0
"382560","Niton Road",NA,"tertiary",NA,"minor",5,0
"384365","Downend Road",NA,"tertiary",NA,"minor",5,0
"384366","Newport Shute",NA,"unclassified",NA,"minor",5,0
"384369","Lime Kiln Shute",NA,"unclassified",NA,"minor",5,0
"384371","Mersley Lane",NA,"unclassified",NA,"minor",5,0
"384403","Albany Road",NA,"residential",NA,"minor",5,0
"384422","Esplanade",NA,"unclassified",NA,"minor",5,0
"384432","Sheddon Esplanade",NA,"unclassified",NA,"minor",5,0
"384455","Cambridge Road",NA,"residential",NA,"minor",5,1
"384513","Hefford Road",NA,"residential",NA,"minor",5,1
"384548","York Avenue","A3021","primary",5246,"major",1,1
"384552","Old Road",NA,"residential",NA,"minor",3,1
"384577","Osborne Heights",NA,"residential",NA,"minor",3,1
"384598","Sylvan Avenue",NA,"residential",NA,"minor",5,1
"384613","St Thomas Road",NA,"residential",NA,"minor",4,1
"384655","Castle Street",NA,"residential",NA,"minor",5,1
"384723","Highdown Lane",NA,"residential",NA,"minor",5,0
"392299","Watery Lane",NA,"unclassified",NA,"minor",5,0
"405149","Sea Street",NA,"unclassified",NA,"minor",1,1
"405199",NA,NA,"primary",NA,"major",1,1
"417846","Long Lane",NA,"tertiary",NA,"minor",3,0
"417847","Downend Road",NA,"tertiary",NA,"minor",3,0
"417941","Lugley Street",NA,"unclassified",NA,"minor",5,1
"417963","Drill Hall Road",NA,"residential",NA,"minor",4,1
"418074","Hearn Street",NA,"residential",NA,"minor",3,1
"418335","Carisbrooke Road","B3323","secondary",12343,"minor",1,1
"477854","Upper Green Road","B3330","secondary",NA,"minor",1,0
"478438","Marlborough Road","A3055","primary",9225,"major",1,0
"478439","High Park Road",NA,"residential",NA,"minor",5,1
"478441","Elm Close",NA,"residential",NA,"minor",3,1
"478442","St John's Avenue",NA,"residential",NA,"minor",4,1
"478722","Warwick Street",NA,"residential",NA,"minor",5,1
"478822","George Street",NA,"residential",NA,"minor",5,1
"479318","Union Road",NA,"unclassified",NA,"minor",5,1
"479319","Church Lane",NA,"unclassified",NA,"minor",5,1
"479321","St John's Road","B3330","secondary",NA,"minor",3,1
"479322","St John's Hill","B3330","secondary",NA,"minor",1,1
"479601","Alexandra Road","B3330","secondary",NA,"minor",1,1
"479602","Appley Road",NA,"primary",NA,"major",1,1
"516486","Ampthill Road",NA,"residential",NA,"minor",3,1
"516487","Appley Rise",NA,"residential",NA,"minor",5,1
"516488","West Hill Road",NA,"residential",NA,"minor",5,1
"516489",NA,NA,"residential",NA,"minor",2,1
"516490","Arundel Road",NA,"residential",NA,"minor",5,1
"516492","Alexandra Road",NA,"tertiary",NA,"minor",3,1
"516493","Gassiot Green Road",NA,"residential",NA,"minor",2,1
"516494","St John's Wood Road",NA,"residential",NA,"minor",5,1
"516495","Holly Tree Close",NA,"residential",NA,"minor",4,1
"516496","Trinity Street",NA,"residential",NA,"minor",4,1
"516498","Trinity Street",NA,"residential",NA,"minor",4,1
"516691","Nelson Place",NA,"residential",NA,"minor",4,1
"516693","Nelson Street",NA,"residential",NA,"minor",5,1
"516878","Barfield",NA,"residential",NA,"minor",5,1
"516879","Belvedere Street",NA,"residential",NA,"minor",5,1
"516880","Bellevue Road",NA,"residential",NA,"minor",5,1
"516881","Wood Street",NA,"residential",NA,"minor",4,1
"516883","Vernon Square",NA,"residential",NA,"minor",5,1
"517451","Castle Street",NA,"residential",NA,"minor",3,1
"517452","Castle Street",NA,"residential",NA,"minor",2,1
"517453","Castle Street",NA,"residential",NA,"minor",4,1
"520549","Dover Street",NA,"tertiary",NA,"minor",1,1
"521108","Appley Rise",NA,"unclassified",NA,"minor",2,1
"594618","St Thomas Square",NA,"primary",NA,"major",1,1
"594619","Esplanade","A3055","primary",9225,"major",2,1
"594620","Esplanade",NA,"primary",NA,"major",1,1
"594621","Esplanade",NA,"primary",NA,"major",3,1
"598142","Brickfield Lane",NA,"residential",NA,"minor",4,0
"598143","Trevanions Way",NA,"residential",NA,"minor",4,0
"598144","Summers Court",NA,"residential",NA,"minor",4,0
"598145","Court Road",NA,"unclassified",NA,"minor",4,0
"598148","Queens Close",NA,"residential",NA,"minor",4,1
"598149","Jubilee Close",NA,"residential",NA,"minor",3,1
"598150","New Village",NA,"residential",NA,"minor",4,1
"598151","Cameron Close",NA,"residential",NA,"minor",2,1
"598152","Camp Road",NA,"residential",NA,"minor",5,1
"598154","Locksley Close",NA,"residential",NA,"minor",2,1
"598155","Queens Road",NA,"residential",NA,"minor",5,1
"598156","Lime Tree Court",NA,"residential",NA,"minor",3,1
"598158","School Green Road","A3055","primary",NA,"major",4,1
"598159","Longhalves",NA,"residential",NA,"minor",4,1
"598160","Audley Court",NA,"residential",NA,"minor",3,1
"598161","Clayton Road",NA,"residential",NA,"minor",5,1
"598161","Clayton Road",NA,"residential",NA,"minor",5,1
"598162","Upper Princes Road",NA,"residential",NA,"minor",4,1
"598163","Tennyson Road","A3055","primary",NA,"major",2,1
"598164","Brookside Road",NA,"residential",NA,"minor",4,1
"598165","Spinfish Lane",NA,"residential",NA,"minor",4,1
"598166","Avenue Road","A3055","primary",NA,"major",3,1
"598166","Avenue Road","A3055","primary",NA,"major",3,1
"598167","Princes Road",NA,"residential",NA,"minor",5,1
"598167","Princes Road",NA,"residential",NA,"minor",5,1
"598168","Elm Close",NA,"residential",NA,"minor",3,1
"598168","Elm Close",NA,"residential",NA,"minor",3,1
"598169","Princes Close",NA,"residential",NA,"minor",4,1
"598171","Jameson Gardens",NA,"residential",NA,"minor",2,1
"598172","Fairfield Way",NA,"residential",NA,"minor",5,1
"598173","Westlands",NA,"residential",NA,"minor",4,1
"598173","Westlands",NA,"residential",NA,"minor",4,1
"598174","Warden Road",NA,"residential",NA,"minor",5,1
"598174","Warden Road",NA,"residential",NA,"minor",5,1
"598175","Roselands",NA,"residential",NA,"minor",3,1
"598177","Farthings Way",NA,"residential",NA,"minor",4,1
"598178","The Mall",NA,"residential",NA,"minor",5,1
"598179","Uplands Road",NA,"residential",NA,"minor",5,1
"598180","Velsheda Close",NA,"residential",NA,"minor",2,1
"599912","Granville Rise",NA,"residential",NA,"minor",4,1
"599914","Colmar Way",NA,"residential",NA,"minor",2,1
"599916","Diana Close",NA,"residential",NA,"minor",4,1
"599917","Elliston Road",NA,"residential",NA,"minor",4,1
"599918","Lanes End",NA,"residential",NA,"minor",4,1
"599919","Hurst Point View",NA,"residential",NA,"minor",5,1
"599920","The Avenue","A3055","primary",NA,"major",4,1
"599922","Madeira Road",NA,"residential",NA,"minor",5,1
"599923","Cliff Road",NA,"residential",NA,"minor",5,0
"599924","Granville Road",NA,"residential",NA,"minor",5,1
"599926","Ward Road",NA,"residential",NA,"minor",5,1
"599927","Cranstoun Close",NA,"residential",NA,"minor",4,1
"599928","St Saviour's Road",NA,"residential",NA,"minor",5,1
"599929","Hambrough Lane",NA,"residential",NA,"minor",4,1
"599930","Weston Lane",NA,"unclassified",NA,"minor",5,1
"599932","Everard Close",NA,"residential",NA,"minor",3,1
"599934","Jennings Close",NA,"residential",NA,"minor",3,1
"599935","Makings Close",NA,"residential",NA,"minor",2,1
"599936","Simmonds Close",NA,"residential",NA,"minor",2,1
"599937","Marsh Close",NA,"residential",NA,"minor",2,1
"599939","Selwood Road",NA,"residential",NA,"minor",5,1
"600110","Easton Lane",NA,"residential",NA,"minor",3,1
"600111","Stroud Road",NA,"residential",NA,"minor",4,1
"600217","Victoria Road",NA,"residential",NA,"minor",4,1
"600218","Victoria Road",NA,"residential",NA,"minor",3,1
"600471","Moons Hill",NA,"tertiary",NA,"minor",5,1
"600472","Bedbury Lane",NA,"tertiary",NA,"minor",5,1
"600473","Alum Bay Old Road",NA,"tertiary",NA,"minor",5,0
"601045","Heath Meadow",NA,"residential",NA,"minor",4,1
"601046","Solent Gardens",NA,"residential",NA,"minor",4,1
"601047","Groves Close",NA,"residential",NA,"minor",2,1
"601049","Arnhem Road",NA,"residential",NA,"minor",3,1
"601050","Colwell Lane",NA,"residential",NA,"minor",5,1
"601051","The Crundles",NA,"residential",NA,"minor",2,1
"601054","Church Place",NA,"tertiary",NA,"minor",2,1
"601055","Orchard Close",NA,"residential",NA,"minor",4,1
"601057","Parkway",NA,"residential",NA,"minor",5,1
"601059","Regina Road",NA,"residential",NA,"minor",5,1
"601060","Edinburgh Road",NA,"residential",NA,"minor",5,1
"601061","Copse Lane",NA,"tertiary",NA,"minor",4,1
"601062","Redlake Road",NA,"residential",NA,"minor",4,1
"601064","Ronstan Gardens",NA,"residential",NA,"minor",2,1
"601065","Kings Manor Road",NA,"residential",NA,"minor",4,1
"602667","Esplanade",NA,"secondary",NA,"minor",1,1
"602668","Newport Road","B3399","secondary",NA,"minor",4,1
"602669",NA,"B3399","secondary",NA,"minor",5,0
"603345","Windmill Lane",NA,"residential",NA,"minor",5,1
"603346",NA,NA,"residential",NA,"minor",3,1
"603347","Parkers Hill",NA,"residential",NA,"minor",3,1
"605000","Headon Rise",NA,"unclassified",NA,"minor",4,0
"605127","Hurst Hill",NA,"residential",NA,"minor",4,1
"606142","The Broadway",NA,"secondary",NA,"minor",4,1
"608141","Colwell Common Road",NA,"residential",NA,"minor",5,1
"608141","Colwell Common Road",NA,"residential",NA,"minor",5,1
"608142","Colwell Chine Road",NA,"residential",NA,"minor",3,1
"609418",NA,"B3401","secondary",NA,"minor",2,0
"609419","Brook Road",NA,"unclassified",NA,"minor",5,0
"609420","Dodpits Lane",NA,"unclassified",NA,"minor",5,0
"609707","Broad Lane",NA,"unclassified",NA,"minor",5,0
"609915","Wellow Top Road",NA,"tertiary",NA,"minor",2,0
"611877",NA,NA,"residential",NA,"minor",3,0
"611878","Church Lane",NA,"residential",NA,"minor",4,0
"612317","Pitt Place Lane",NA,"residential",NA,"minor",5,0
"754496","Downs Road",NA,"tertiary",NA,"minor",1,0
"754938","Upper Road",NA,"unclassified",NA,"minor",5,0
"754995","Sheep Lane",NA,"unclassified",NA,"minor",3,0
"755166","Main Road",NA,"unclassified",NA,"minor",3,0
"782026","The Brambles",NA,"residential",NA,"minor",4,1
"782027","Fairhaven Close",NA,"residential",NA,"minor",3,1
"796060","Briddlesford Road",NA,"tertiary",NA,"minor",3,0
"796192","Blacklands Lane",NA,"tertiary",NA,"minor",5,0
"820806","Gatehouse Road",NA,"unclassified",NA,"minor",5,0
"820807","Carters Road",NA,"tertiary",NA,"minor",5,0
"820808","Upton Road",NA,"tertiary",NA,"minor",5,1
"821615","Pondcast Lane",NA,"unclassified",NA,"minor",5,0
"821728","Elizabeth Gardens",NA,"residential",NA,"minor",3,0
"823366","Church Road",NA,"residential",NA,"minor",5,0
"823801","Firestone Copse Road",NA,"tertiary",NA,"minor",1,0
"823803","Newnham Lane",NA,"unclassified",NA,"minor",5,0
"838601","Daish Way",NA,"unclassified",NA,"minor",4,1
"838602","Manners View",NA,"unclassified",NA,"minor",5,1
"838603","Riverway",NA,"unclassified",NA,"minor",5,1
"845352","Havenstreet Main Road",NA,"tertiary",NA,"minor",3,0
"845408","Rowlands Lane",NA,"unclassified",NA,"minor",5,0
"845624",NA,NA,"unclassified",NA,"minor",5,0
"845697","Combley Road",NA,"tertiary",NA,"minor",4,0
"861918","Old Blackgang Road",NA,"unclassified",NA,"minor",5,0
"862026","Sandrock Road",NA,"residential",NA,"minor",2,0
"862336","Nettlecombe Lane",NA,"unclassified",NA,"minor",5,0
"862526","The Greenway",NA,"residential",NA,"minor",3,0
"862608","Laceys Lane",NA,"residential",NA,"minor",5,0
"862731","Kingates Lane",NA,"unclassified",NA,"minor",5,0
"908898","Military Road","A3055","primary",NA,"major",1,1
"949295",NA,NA,"primary_link",NA,"major",2,1
"949681","Park Road",NA,"tertiary",NA,"minor",2,0
"949683","Station Road",NA,"tertiary",NA,"minor",5,0
"950284","East Ashey Lane",NA,"unclassified",NA,"minor",5,0
"1020908","Culver Way",NA,"residential",NA,"minor",5,0
"1020910","Meadow Way",NA,"residential",NA,"minor",3,0
"1023937","Fairlee Road","A3054","primary",21131,"major",1,1
"1023992","Staplers Road",NA,"tertiary",NA,"minor",3,1
"1024216","Furrlongs",NA,"residential",NA,"minor",2,1
"1024219","St Georges Way","A3020","primary",20303,"major",1,1
"1024220",NA,"A3056","primary",NA,"major",2,0
"1024611","Bury Lane",NA,"unclassified",NA,"minor",5,0
"1024612","Bagwich Lane",NA,"unclassified",NA,"minor",4,0
"1024613","Appleford Road",NA,"tertiary",NA,"minor",3,0
"1024988","Hope Road",NA,"tertiary",NA,"minor",1,1
"1025167","Littlestairs Road",NA,"residential",NA,"minor",5,1
"1025252","Atherley Road",NA,"tertiary",NA,"minor",2,1
"1025565","Cemetery Road",NA,"tertiary",NA,"minor",2,1
"1025569","Howard Road",NA,"residential",NA,"minor",5,1
"1027512","Coronation Gardens",NA,"residential",NA,"minor",5,1
"1027514","Whitecross Avenue",NA,"residential",NA,"minor",3,1
"1027616","Ninham Close",NA,"residential",NA,"minor",4,1
"1027976","Wheeler Way",NA,"residential",NA,"minor",4,1
"1027977","Regent Street",NA,"tertiary",NA,"minor",3,1
"1027981","St. Paul's Crescent",NA,"residential",NA,"minor",5,1
"1028123","Newport Road","A3056","primary",12961,"major",1,1
"1028640","Cross Road",NA,"residential",NA,"minor",3,1
"1028640","Cross Road",NA,"residential",NA,"minor",3,1
"1028641","Heath Road",NA,"residential",NA,"minor",4,1
"1029449","Leeson Road","A3055","primary",4245,"major",1,1
"1098961","Limerstone Road","B3399","secondary",NA,"minor",1,0
"1099088","Hunny Hill","B3399","secondary",NA,"minor",4,0
"1099165","Moor Lane",NA,"residential",NA,"minor",3,0
"1099166","Gaggerhill Lane",NA,"residential",NA,"minor",5,0
"1099295","New Road",NA,"tertiary",NA,"minor",2,0
"1099518","Wicken Hill Lane",NA,"tertiary",NA,"minor",5,0
"1099665","Broad Lane",NA,"tertiary",NA,"minor",5,0
"1099668","Lynch Lane",NA,"tertiary",NA,"minor",1,0
"1100375","Military Road","A3055","primary",NA,"major",2,0
"1100444","Old Blackgang Road",NA,"unclassified",NA,"minor",1,0
"1100566","Blackgang Road","A3055","primary",NA,"major",1,0
"1104559","Dodnor Lane",NA,"unclassified",NA,"minor",5,0
"1105364","Nodes Road","B3325","secondary",NA,"minor",1,1
"1106546","Whitcombe Road",NA,"tertiary",NA,"minor",5,0
"1137663","Adelaide Grove","B3321","secondary",NA,"minor",1,1
"1137664","Kingston Road",NA,"unclassified",NA,"minor",5,1
"1141165","Seldon Avenue",NA,"residential",NA,"minor",3,1
"1141166","Solent Close",NA,"residential",NA,"minor",4,1
"1141167","Royal Walk",NA,"residential",NA,"minor",2,1
"1141168","Queens Walk",NA,"residential",NA,"minor",3,1
"1141169","Chestnut Grove",NA,"residential",NA,"minor",3,1
"1141170","Marina Avenue",NA,"residential",NA,"minor",5,1
"1141171","Grasmere Avenue",NA,"residential",NA,"minor",5,1
"1141172","Derwent Drive",NA,"residential",NA,"minor",2,1
"1141651","St Thomas Street",NA,"tertiary",NA,"minor",2,1
"1145166","Hope Road",NA,"residential",NA,"minor",2,1
"1145167","Circular Road",NA,"residential",NA,"minor",5,1
"1145168","Little Preston Road",NA,"residential",NA,"minor",5,1
"1145170","Salisbury Road",NA,"residential",NA,"minor",4,1
"1145172","Sutton Close",NA,"residential",NA,"minor",4,1
"1145173","Carlton Road",NA,"residential",NA,"minor",4,1
"1145174","Nicholson Road",NA,"unclassified",NA,"minor",5,1
"1145175","Victoria Crescent",NA,"residential",NA,"minor",5,1
"1145217","Somerset Road",NA,"residential",NA,"minor",5,1
"1207030","Broadway","A3055","primary",14533,"major",2,1
"1207310","Old Seaview Lane",NA,"tertiary",NA,"minor",2,0
"1207312","Seaview Lane","B3340","secondary",NA,"minor",2,0
"1207313","High Street",NA,"residential",NA,"minor",5,0
"1207314","Pier Road",NA,"unclassified",NA,"minor",4,0
"1207351","Gordon Close",NA,"residential",NA,"minor",3,1
"1207352","Foxes Close",NA,"residential",NA,"minor",3,1
"1207356","Grayswood Close",NA,"residential",NA,"minor",3,1
"1207558","Simeon Path",NA,"unclassified",NA,"minor",3,1
"1207759","Nunwell Street",NA,"residential",NA,"minor",5,1
"1207761","Hill Street",NA,"residential",NA,"minor",5,1
"1207762","Melville Street",NA,"residential",NA,"minor",2,1
"1207764","Drabbles Lane",NA,"residential",NA,"minor",4,1
"1207766","Old Reservoir Lane",NA,"residential",NA,"minor",5,1
"1208084","Brickfields Way",NA,"unclassified",NA,"minor",3,1
"1208241","Culver Parade","B3395","secondary",NA,"minor",1,1
"1208243","Vinings Road",NA,"residential",NA,"minor",5,1
"1208246","Vinings Gardens",NA,"residential",NA,"minor",3,1
"1208247","Queens Road",NA,"residential",NA,"minor",4,1
"1208860","High Street","B3329","secondary",NA,"minor",2,1
"1208861","Beachfield Road","B3329","secondary",NA,"minor",4,1
"1209992","Wilkes Road",NA,"unclassified",NA,"minor",2,1
"1210245","Grafton Street",NA,"residential",NA,"minor",5,1
"1210247","Royal Street",NA,"residential",NA,"minor",4,1
"1210248","Royal Crescent",NA,"residential",NA,"minor",4,1
"1215397","Winchester Park Road",NA,"residential",NA,"minor",4,1
"1218415","Seagrove Manor Road",NA,"residential",NA,"minor",4,0
"1219224","Nettlestone Green","B3330","secondary",NA,"minor",1,0
"1264129","Fairmount Drive",NA,"residential",NA,"minor",5,1
"1264129","Fairmount Drive",NA,"residential",NA,"minor",5,0
"1264130","Bellecroft Drive",NA,"residential",NA,"minor",5,0
"1264131","Mayfield Drive",NA,"residential",NA,"minor",5,0
"1264132","Cook Avenue",NA,"residential",NA,"minor",4,1
"1264133","Atkinson Drive",NA,"residential",NA,"minor",4,1
"1304939","Pritchetts Way",NA,"unclassified",NA,"minor",4,0
"1306017",NA,NA,"residential",NA,"minor",2,0
"1306018","Hollis Drive",NA,"residential",NA,"minor",2,0
"1306019","Marsh Green",NA,"unclassified",NA,"minor",5,0
"1307130","Cooper Road",NA,"residential",NA,"minor",5,1
"1307131","Bellmeade Lane",NA,"residential",NA,"minor",4,1
"1307132","Blackberry Close",NA,"residential",NA,"minor",1,1
"1307133","Cynthia Grove",NA,"residential",NA,"minor",4,1
"1307668","Barton Road",NA,"residential",NA,"minor",3,1
"1307669","Royal Exchange",NA,"residential",NA,"minor",5,1
"1307670","Grove Close",NA,"residential",NA,"minor",3,1
"1307671","Berry Close",NA,"residential",NA,"minor",3,1
"1307672","Downsview Road",NA,"residential",NA,"minor",3,1
"1307674","Robin Hood Street",NA,"residential",NA,"minor",3,1
"1307675","Highfield Road",NA,"residential",NA,"minor",5,1
"1307676","School Lane",NA,"residential",NA,"minor",5,1
"1307862","The Mall",NA,"residential",NA,"minor",5,0
"1307863","Station Road",NA,"residential",NA,"minor",3,0
"1307866","New Road","A3055","primary",13229,"major",5,0
"1308142","Yarbridge",NA,"tertiary",NA,"minor",2,0
"1308187","New Road","A3055","primary",13229,"major",1,0
"1378710","Burnt House Lane",NA,"unclassified",NA,"minor",5,0
"1393180","Lake Hill","A3055","primary",14533,"major",2,1
"1393533","Morton Road",NA,"primary",NA,"major",5,0
"1394394","Main Road",NA,"unclassified",NA,"minor",5,0
"1394397","Alverstone Road",NA,"unclassified",NA,"minor",5,0
"1394398","Alverstone Road",NA,"unclassified",NA,"minor",4,0
"1394399","Winford Road",NA,"tertiary",NA,"minor",5,0
"1394713","Knighton Shute",NA,"unclassified",NA,"minor",5,0
"1394715",NA,NA,"unclassified",NA,"minor",3,0
"1394716","Knighton Lane",NA,"unclassified",NA,"minor",5,0
"1394954","Hazely Combe",NA,"residential",NA,"minor",4,0
"1395815","Hopkins Walk",NA,"residential",NA,"minor",3,0
"1401934","Nettlestone Hill","B3330","secondary",NA,"minor",4,0
"1401935",NA,"B3340","secondary",NA,"minor",1,0
"1401936",NA,"B3330","secondary",NA,"minor",1,0
"1402113","Appley Road","B3330","secondary",NA,"minor",3,1
"1402464","Somerset Road",NA,"residential",NA,"minor",3,0
"1402613","Steyne Road","B3340","secondary",NA,"minor",3,0
"1402614","The Esplanade",NA,"residential",NA,"minor",3,0
"1421551","The Quay",NA,"unclassified",NA,"minor",2,1
"1425114","Upper Highland Road",NA,"residential",NA,"minor",5,1
"1425115","Lower Highland Road",NA,"residential",NA,"minor",4,1
"1425117","Harding Road",NA,"residential",NA,"minor",5,1
"1425118","High Street",NA,"residential",NA,"minor",5,1
"1425119","Cross Street",NA,"residential",NA,"minor",4,1
"1425120","Blackthorn Close",NA,"residential",NA,"minor",2,1
"1425121","Brook Close",NA,"residential",NA,"minor",3,1
"1425122","Slade Road",NA,"residential",NA,"minor",2,1
"1425123","Reed Street",NA,"residential",NA,"minor",4,1
"1425125","Lind Street",NA,"primary",NA,"major",1,1
"1425126","West Street",NA,"tertiary",NA,"minor",1,1
"1425128","Victoria Street",NA,"primary",NA,"major",2,1
"1425129","Queens Road","A3054","primary",12080,"major",4,1
"1425209","Mount Street",NA,"residential",NA,"minor",4,1
"1425210","Market Street",NA,"unclassified",NA,"minor",3,1
"1425211","St. James' Street",NA,"unclassified",NA,"minor",3,1
"1425212","Green Street",NA,"tertiary",NA,"minor",3,1
"1425258","Pellhurst Road",NA,"tertiary",NA,"minor",5,1
"1425659","Swanmore Road",NA,"tertiary",NA,"minor",4,1
